Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_2_B,Ecology_3_B,Shops_2_B
1410,31,3.0,75.39879017566834,49.433939912368906,10.0,2,17.0,1998,0.151346216,32,10,830.0,4,1,339097.72673804674,True,False,True
16172,90,2.0,37.256940862563006,22.640149609327363,7.0,5,9.0,1966,0.265088676,37,0,900.0,3,2,183299.62244046887,True,True,True
4663,28,1.0,42.98513310566258,21.471143551295107,8.0,2,12.0,1989,0.118537385,30,1,1183.0,1,0,174131.62756917006,True,True,True
8784,67,1.0,31.33386129075537,15.75396934865558,7.0,3,9.0,1976,0.0077202819999999,38,2,900.0,0,4,159174.12062146806,True,True,True
16309,7,4.0,68.74100834141069,44.139389046419936,5.0,7,9.0,1974,0.130617806,39,9,900.0,1,9,274959.6725131746,True,True,True
5279,93,2.0,60.80454378615856,30.92382653807465,11.0,5,45.0,2016,0.050900058,43,1,30.0,2,3,213171.13519913805,True,True,True
14426,83,2.0,48.85515142140571,31.46483979108005,5.0,6,9.0,1978,0.0077202819999999,38,2,900.0,0,4,210941.17620059027,True,True,True
1750,6,1.0,39.92153780657743,32.781260192155735,1.0,8,17.0,1977,0.243204519,5,0,540.0,0,0,118665.84941254195,True,True,True
12867,62,1.0,40.820812064793365,22.338774135338987,5.0,6,9.0,1975,0.002211665,39,3,900.0,1,5,165589.9928257594,True,True,False
1710,152,1.0,34.51651049953455,22.34361419215869,5.0,3,9.0,1966,0.042031587,37,84,900.0,2,5,227781.09726897013,True,True,True
5632,17,3.0,54.03655417004539,43.89127181526205,8.0,6,21.0,2017,0.093442564,23,5,900.0,2,4,556053.8204994572,True,True,True
10225,77,1.0,39.35194491828455,21.248934505404232,6.0,12,12.0,1977,6.99893e-05,46,1,240.0,1,16,172895.1067500702,True,True,True
11633,27,2.0,60.6960516384996,34.08115891527031,10.0,13,17.0,2017,0.011654127,4,0,900.0,0,0,180835.6746214292,True,True,True
5462,72,2.0,65.2682581978848,39.31806625473629,8.0,5,5.0,1963,0.210473241,11,2,900.0,3,0,252551.9582572872,True,True,True
16323,6,3.0,79.57665010385006,32.781260192155735,1.0,13,17.0,1977,0.243204519,5,0,540.0,0,0,220188.6397558936,True,True,True
400,52,3.0,84.80172585335433,32.781260192155735,1.0,6,17.0,1977,0.371148999,34,1,750.0,2,5,228688.14721028745,True,True,True
15272,159,2.0,56.29198315394709,33.14370561028793,9.0,10,10.0,2008,0.015016892,17,59,900.0,0,8,229334.5847422309,True,True,True
2418,154,3.0,95.56443766679604,65.2832477170067,9.0,5,5.0,1953,0.460556389,20,14,900.0,1,5,411403.6721999617,True,True,True
14014,129,1.0,42.526179217702406,19.0872129096566,8.0,12,14.0,1996,0.020741326,24,5,1340.0,2,5,215199.9750480097,True,True,True
10946,39,2.0,51.44941498427259,35.99438542610157,6.0,9,12.0,1977,0.428825818,25,8,730.0,0,2,199937.0926306496,True,True,True
8032,109,2.0,46.17036431852253,30.425585667179057,6.0,8,9.0,1978,0.1363303,30,10,262.0,3,6,231043.11922297016,True,True,True
6623,64,2.0,76.50001192622263,36.407699180652536,11.0,14,24.0,2004,0.135649789,46,6,350.0,3,11,454899.8857571572,True,True,True
15285,66,2.0,51.794718579852855,28.36003398571232,10.0,15,17.0,2000,0.111627393,50,8,900.0,2,3,315065.6623148828,True,True,True
5996,62,1.0,38.63487525908423,32.781260192155735,0.0,10,25.0,1977,0.072157581,2,1,900.0,0,0,114585.5764879634,True,True,False
1376,26,3.0,77.25717754870753,46.539287773047256,10.0,14,16.0,2002,0.195781053,23,6,900.0,3,2,474801.0876473484,True,True,True
7501,23,2.0,51.40121237217207,32.781260192155735,1.0,5,12.0,1977,0.034656082,0,0,900.0,0,0,90834.35100767128,True,True,True
14167,23,1.0,46.613797455152906,32.781260192155735,1.0,1,4.0,1977,0.014072961,2,0,900.0,0,0,86152.62572139048,True,True,True
12582,27,3.0,45.42890589073067,32.391966069412376,6.0,7,25.0,2014,0.072157581,2,1,900.0,0,0,120069.42213256884,True,True,False
8212,27,1.0,41.461058594850655,37.67882236077103,1.0,15,17.0,1977,0.017647053,2,0,900.0,0,0,126331.36662645568,True,True,True
936,29,3.0,73.5730734858246,46.83943759669588,7.0,10,16.0,1983,0.069660344,31,4,900.0,1,2,354181.90489451424,True,True,True
975,7,1.0,38.37366073523917,21.468303431685463,10.0,12,24.0,2010,0.130617806,39,9,900.0,1,9,196898.99084923195,True,True,True
12784,6,1.0,43.48972162011219,41.83223604663282,9.0,14,17.0,2018,0.243204519,5,0,540.0,0,0,121076.58531452916,True,True,True
11389,27,1.0,41.3682340397644,40.974749914620695,10.0,6,12.0,2015,0.011654127,4,0,900.0,0,0,113622.43062439964,True,True,True
8837,48,1.0,40.41243693961574,11.617852534340503,8.0,8,25.0,2011,0.041124634,46,5,900.0,1,10,259391.80174812215,True,True,True
16593,52,2.0,64.85924154879766,32.781260192155735,7.0,15,17.0,1977,0.371148999,34,1,750.0,2,5,185993.4746710977,True,True,True
14140,91,1.0,39.903658827238736,19.674922466454674,9.0,9,14.0,1971,0.333891544,30,1,900.0,0,0,183701.3946765061,True,True,True
6703,27,3.0,45.53376765579991,30.74920700482816,6.0,1,4.0,1965,0.07542368,11,0,900.0,0,0,137784.6048469188,True,True,True
2702,61,1.0,38.387611206608064,21.082264006993714,6.0,8,9.0,1976,0.300322518,52,6,900.0,1,9,174876.6927888235,True,True,True
6360,1,3.0,87.70107821232482,32.781260192155735,1.0,5,17.0,1977,0.007122317,1,0,900.0,0,1,266819.3653253512,True,True,True
15538,1,2.0,63.42024693626716,32.781260192155735,1.0,6,17.0,1977,0.007122317,1,0,900.0,0,1,227019.191502079,True,True,True
7443,1,1.0,47.64620632691749,32.781260192155735,1.0,12,22.0,1977,0.007122317,1,0,900.0,0,1,154979.4979927862,True,True,True
3040,23,3.0,77.67369259549606,32.781260192155735,1.0,10,25.0,1977,0.075778755,6,3,900.0,0,2,189413.4531368841,True,True,True
1642,46,1.0,31.18520421720916,16.78988309420481,6.0,7,12.0,1972,0.0,47,0,1145.0,3,5,66831.9943697657,True,True,True
11801,4,3.0,122.80319028507309,61.20465582549517,17.0,6,18.0,2015,0.327018035,12,23,900.0,1,0,203176.2295679132,True,True,True
9023,8,2.0,52.25791478470514,32.63531908603789,9.0,8,14.0,2006,0.092290642,21,2,165.0,1,2,268419.6752799736,True,True,True
11202,25,3.0,82.37096227976134,32.781260192155735,1.0,5,22.0,1977,0.069753361,53,4,900.0,1,11,337543.4232703425,True,True,True
5591,61,3.0,78.68866044162267,49.37748143732831,10.0,15,16.0,1980,0.300322518,52,6,900.0,1,9,505200.880901576,True,True,True
9677,61,2.0,49.30599062796214,32.747786057671746,6.0,3,9.0,1975,0.300322518,52,6,900.0,1,9,231223.862495127,True,True,True
2572,11,2.0,56.82785794654821,35.08678719838041,10.0,8,12.0,1980,0.225824954,41,7,1548.0,3,2,220064.2872708676,False,True,True
15584,23,3.0,65.9856685912937,65.12496341665914,1.0,3,12.0,1977,0.034656082,0,0,900.0,0,0,141566.63889157405,True,True,True
6481,94,3.0,60.4314488663852,44.42216660615676,6.0,4,5.0,1974,0.521867054,25,0,900.0,0,0,199206.14438173905,True,True,True
4502,11,3.0,62.84225035102021,44.1090957789013,6.0,8,9.0,1973,0.0001696759999999,36,0,900.0,1,1,263422.6480145961,True,True,True
7709,13,1.0,37.9324232247431,17.918919206210592,9.0,15,17.0,1998,0.090799103,74,2,900.0,5,15,194129.1331217064,True,True,True
12726,85,3.0,63.12678084567296,44.07247599965991,6.0,2,9.0,1977,0.037177818,52,1,900.0,1,7,244045.71840063468,True,True,True
1532,1,3.0,66.5627517625304,41.19403023076661,8.0,5,14.0,1994,0.025609157,33,0,240.0,3,1,235531.25626234693,True,True,True
302,39,3.0,68.23482426275098,44.58054940642944,11.0,9,12.0,1975,0.428825818,25,8,730.0,0,2,338046.6503102609,True,True,True
14225,62,3.0,96.20857847374016,32.781260192155735,1.0,11,17.0,1977,0.072157581,2,1,900.0,0,0,207384.97690931297,True,True,False
1752,18,3.0,74.9449272198828,47.55875767501648,9.0,6,17.0,1996,0.0,30,0,900.0,0,5,321728.14844317053,True,True,False
5336,56,2.0,54.55461174852108,33.11834953868739,9.0,12,17.0,1985,0.0,23,4,900.0,2,6,96083.99354908732,True,True,True
9053,27,1.0,39.05511447213237,17.047005887673894,11.0,11,17.0,2016,0.211401214,9,0,900.0,0,1,103615.17997012236,True,True,True
12877,47,3.0,62.77708279783624,41.064981128915385,8.0,8,12.0,1979,0.101872465,23,3,900.0,3,3,256447.4088157215,True,True,True
15830,164,3.0,68.0650030407803,44.42674401586852,8.0,3,12.0,1979,0.486245621,13,19,900.0,0,6,236026.44590876863,True,True,True
9270,91,1.0,32.603735231478126,16.472495770982402,5.0,8,9.0,1974,0.033493708,66,1,1322.0,3,8,157767.95172995952,True,True,True
9824,41,2.0,46.27183182241239,30.183367862900525,6.0,9,9.0,1971,0.175054867,36,3,900.0,1,0,196329.37963742288,True,True,True
7983,1,2.0,63.25229859115915,32.781260192155735,1.0,20,24.0,1977,0.007122317,1,0,900.0,0,1,211084.2196076777,True,True,True
11941,46,3.0,58.351470060330726,45.23753477409422,5.0,4,9.0,1971,0.188783766,31,4,900.0,0,1,278441.83676898,True,True,True
28,9,2.0,52.08090459208712,32.781260192155735,1.0,17,18.0,1977,0.161531741,25,1,30.0,2,4,187717.24253776768,True,True,True
16364,1,2.0,65.82218828518782,54.148651958718574,9.0,3,9.0,2019,0.007122317,1,0,900.0,0,1,199316.88348470756,True,True,True
6907,15,1.0,39.69230539736992,20.66707282569084,7.0,17,17.0,2009,0.158249043,21,0,900.0,1,0,169122.50710786774,True,True,True
12213,1,2.0,65.40697454676135,64.18933827876437,10.0,16,17.0,1977,0.007122317,1,0,900.0,0,1,200961.50500543453,True,True,True
14181,62,3.0,52.08090459208712,32.781260192155735,1.0,1,3.0,2005,0.072157581,2,1,900.0,0,0,502523.57386315655,True,True,False
6578,105,2.0,48.026267195822,31.470602645334303,5.0,2,9.0,1971,0.069660344,31,4,900.0,1,2,194848.69359638912,True,True,True
1279,23,1.0,41.34113568837864,32.781260192155735,1.0,4,4.0,1977,0.034656082,0,0,900.0,0,0,90020.30499318677,True,True,True
7062,91,1.0,36.24872980892953,22.57118361782159,9.0,11,12.0,1971,0.333891544,30,1,900.0,0,0,172668.4279504128,True,True,True
1749,26,2.0,79.89224641384985,44.445955496749576,13.0,6,30.0,2012,0.0,36,2,900.0,0,2,377848.7487054913,True,True,True
8660,94,1.0,40.33117760395952,20.31857872186416,9.0,8,16.0,1977,0.282797669,33,2,900.0,0,6,155930.413124247,True,True,True
2491,1,1.0,42.65196997291663,32.781260192155735,1.0,12,17.0,1977,0.007122317,1,0,900.0,0,1,139283.3157411459,True,True,True
10833,82,1.0,34.08640616714548,24.681963719115625,6.0,5,9.0,1964,0.037316452,32,93,562.0,4,10,227251.8626162171,True,True,True
15685,62,2.0,73.74775001468261,73.43260171490282,0.0,14,17.0,2018,0.072157581,2,1,900.0,0,0,204794.5127634816,True,True,False
6278,73,2.0,43.70690176403322,25.58867386123815,6.0,9,12.0,1964,0.042031587,37,84,900.0,2,5,271737.0952215319,True,True,True
16373,44,2.0,55.39729168956988,33.081541034403394,9.0,11,12.0,1982,0.232205084,24,1,80.0,0,3,251609.017350458,True,True,True
10649,46,3.0,51.622416479734575,37.71013164380628,5.0,7,9.0,1971,0.0,47,0,1145.0,3,5,192125.20258115872,True,True,True
8055,32,3.0,77.10149616633085,49.89274782255683,10.0,9,16.0,1984,0.135649789,46,6,350.0,3,11,409862.39574052056,True,True,True
10942,113,1.0,31.945703431025944,17.49685518702482,5.0,5,5.0,1967,0.307466659,30,9,325.0,2,5,162556.837335063,True,False,True
14249,27,3.0,67.25292086400951,48.76680729266482,9.0,3,5.0,1975,0.011654127,4,0,900.0,0,0,179678.1467775929,True,True,True
8179,13,2.0,55.232956916607726,32.53087870228316,8.0,11,17.0,1998,0.090799103,74,2,900.0,5,15,237568.67158119823,True,True,True
16188,59,2.0,61.50213443093715,33.12142623794768,10.0,5,17.0,1985,0.019508796,37,11,176.0,5,5,354879.4031837641,True,True,True
1059,61,2.0,39.424898210790985,25.89101190602021,7.0,8,9.0,1966,0.232205084,24,1,80.0,0,3,175551.4499118289,True,True,True
15781,10,1.0,35.8135643842906,19.953992012776684,35.0,6,14.0,1971,0.282797669,33,2,900.0,0,6,164306.3141824972,True,True,True
15365,86,3.0,58.414035276046064,39.45523585216085,5.0,8,9.0,1969,0.161975568,31,5,900.0,3,7,278126.82349321287,True,False,True
10072,7,2.0,45.945167940776216,25.81217105896598,5.0,5,5.0,1964,0.130617806,39,9,900.0,1,9,210510.45537182427,True,True,True
3566,6,2.0,64.78587945135814,63.79421597649886,1.0,11,17.0,1977,0.243204519,5,0,540.0,0,0,169309.8711183024,True,True,True
13534,58,1.0,34.602860921061485,15.35184395965346,7.0,10,14.0,2000,0.1489038909999999,9,1,1430.0,3,2,131695.4601814718,True,True,True
7496,30,1.0,117.37074612292618,32.781260192155735,6.0,14,40.0,2011,7.81528e-05,22,2,1046.0,3,23,521829.55044460646,True,True,True
1516,23,1.0,43.34810250080229,32.781260192155735,1.0,6,25.0,1977,0.075778755,6,3,900.0,0,2,113780.46810345266,True,True,True
11862,46,1.0,29.5546026466777,13.57629711440872,6.0,4,9.0,1971,0.188783766,31,4,900.0,0,1,141178.00678132253,True,True,True
6589,30,1.0,62.11082307374674,52.81212805579791,4.0,4,44.0,2009,7.81528e-05,22,2,1046.0,3,23,117647.46100182256,True,True,True
2976,27,1.0,39.287492851941145,21.7339417214324,8.0,9,12.0,2006,0.041116354,53,4,900.0,1,4,185002.9607077165,True,True,True
1084,46,2.0,36.93511480160419,23.38189511074909,7.0,9,9.0,1965,0.188783766,31,4,900.0,0,1,194054.37926763197,True,True,True
13772,96,4.0,44.12894658117814,18.212627694937925,10.0,10,13.0,2005,0.041116354,53,4,900.0,1,4,201374.60404940863,True,True,True
2620,61,2.0,57.48739932915574,35.25753464836541,10.0,2,17.0,1985,0.300322518,52,6,900.0,1,9,300291.32003119355,True,True,True
3652,113,4.0,105.81130218477394,63.908594183902906,10.0,22,22.0,2005,0.050755569,24,1,145.0,0,1,527497.2237549593,True,True,True
6645,7,3.0,62.95415271524148,47.01131724277265,6.0,4,9.0,1971,0.035145267,42,3,900.0,0,3,299589.2312996224,True,True,True
2543,59,1.0,40.35464586538741,24.01268502798603,6.0,2,14.0,1974,0.309479124,35,4,990.0,0,6,156736.45010808384,True,True,True
16549,20,1.0,37.46004186941455,18.85084174297681,6.0,2,5.0,1959,0.019508796,37,11,176.0,5,5,177899.49833285125,True,True,True
9290,155,1.0,32.65194324846526,23.927309399685484,5.0,3,9.0,1967,0.042307271,17,9,900.0,3,6,185878.37029917547,True,True,True
5023,96,3.0,77.80398617462663,47.79322258254796,10.0,4,17.0,2005,0.041116354,53,4,900.0,1,4,316947.1611766173,True,True,True
8519,53,1.0,38.450088291647646,38.31711763802139,1.0,8,19.0,2018,0.049637257,34,0,229.0,1,3,195474.2991267647,True,True,True
5420,27,2.0,55.22535790278945,33.57334787232359,9.0,8,9.0,1999,0.041116354,53,4,900.0,1,4,85164.82761515408,True,True,True
15648,122,3.0,77.46530404780913,48.23656951021771,10.0,6,10.0,1996,0.033493708,66,1,1322.0,3,8,300585.25750553,True,True,True
2403,1,1.0,40.3291743302681,21.91015801032771,9.0,15,17.0,2014,0.007122317,1,0,900.0,0,1,148273.57814752,True,True,True
9717,27,2.0,55.0640411323455,32.38452483524833,11.0,10,17.0,2018,0.011654127,4,0,900.0,0,0,136794.5800360356,True,True,True
11999,12,2.0,56.81555502030263,29.22619072035405,8.0,3,12.0,1981,0.090799103,74,2,900.0,5,15,218879.94247932645,True,True,True
12803,6,2.0,52.00033542738163,32.781260192155735,1.0,9,17.0,1977,0.243204519,5,0,540.0,0,0,169080.52363820994,True,True,True
3178,112,3.0,59.08589772126491,44.149627192976816,5.0,7,9.0,1977,0.069660344,31,4,900.0,1,2,264107.8689094786,True,True,True
14282,23,1.0,40.257605185299695,32.781260192155735,1.0,4,12.0,1977,0.034656082,0,0,900.0,0,0,96769.33047835618,True,True,True
8774,93,1.0,42.46700604974729,18.434684725714,7.0,2,15.0,2009,0.041116354,53,4,900.0,1,4,158613.11824994624,True,True,True
12646,9,3.0,80.3705565763139,32.781260192155735,1.0,11,18.0,1977,0.161531741,25,1,30.0,2,4,228906.01163297743,True,True,True
6387,90,2.0,51.099283781265314,32.0789701369201,6.0,8,12.0,1969,0.265088676,37,0,900.0,3,2,192761.9928509757,True,True,True
11107,31,1.0,40.796772799421376,23.192709678750468,8.0,7,17.0,1998,0.151346216,32,10,830.0,4,1,214312.15631516863,True,False,True
15346,30,1.0,37.38757761984704,4.699897655488341,1.0,14,22.0,1977,7.81528e-05,22,2,1046.0,3,23,109553.12948494212,True,True,True
4662,93,2.0,50.16020413917922,34.70259394481516,6.0,4,12.0,1976,0.521867054,25,0,900.0,0,0,155776.93099642431,True,True,True
7158,28,2.0,56.62459587065694,35.6780715608013,9.0,13,17.0,2006,0.333891544,30,1,900.0,0,0,273916.5693595586,True,True,True
7907,126,2.0,55.22052909942096,32.412517887046945,7.0,5,12.0,1954,0.486245621,13,19,900.0,0,6,73902.14685023362,True,True,True
16526,57,2.0,62.18171689183713,32.781260192155735,1.0,8,17.0,1977,0.407276235,9,0,370.0,0,0,196401.95821222468,False,True,False
279,1,2.0,54.68041727424471,36.931288295314936,9.0,14,17.0,2007,0.025609157,33,0,240.0,3,1,237699.79183914277,True,True,True
15494,63,1.0,51.94763755707947,50.902853412780246,10.0,10,25.0,2018,0.23861713,26,6,705.0,3,6,263892.4891331806,True,True,True
2288,137,2.0,39.38162970697292,24.09210614605005,7.0,7,9.0,1965,0.049863387,18,9,75.0,3,1,212498.64563468355,True,True,True
8828,58,2.0,69.84306731684549,32.781260192155735,1.0,2,3.0,1977,0.43788524,23,3,1084.0,0,5,145337.7341838022,True,True,True
14511,59,3.0,91.94865588055792,4.575279359968644,1.0,15,20.0,2014,0.019508796,37,11,176.0,5,5,451714.46441038296,True,True,True
67,41,1.0,38.80938323191072,19.350352838648263,8.0,1,17.0,1985,0.036122292,24,0,1036.0,1,1,178673.3604580136,True,True,True
15162,27,1.0,39.74845402055246,39.02519429208268,1.0,6,6.0,2019,0.011654127,4,0,900.0,0,0,122075.42629639432,True,True,True
10037,23,1.0,45.01710227423831,19.46073085284176,8.0,17,17.0,2016,0.075778755,6,3,900.0,0,2,89333.63676804007,True,True,True
1058,61,2.0,54.41300607957872,32.45708997289704,8.0,14,16.0,1981,0.300322518,52,6,900.0,1,9,271197.1899793478,True,True,True
14420,22,1.0,38.865333656256816,32.781260192155735,1.0,14,17.0,1977,0.118537385,30,1,1183.0,1,0,133446.61591698937,True,True,True
454,1,3.0,79.55167921674926,32.781260192155735,1.0,11,17.0,1977,0.007122317,1,0,900.0,0,1,221008.45638640007,True,True,True
2382,9,2.0,56.51326147831565,34.85582068965107,8.0,14,14.0,1997,0.161531741,25,1,30.0,2,4,196626.8766810069,True,True,True
15413,93,3.0,78.26453604633366,41.65571364710964,11.0,7,24.0,2012,0.050900058,43,1,30.0,2,3,311756.18582742626,True,True,True
3302,30,2.0,104.51189447454392,86.46017109365864,6.0,25,39.0,2009,7.81528e-05,22,2,1046.0,3,23,193885.91811425524,True,True,True
11595,27,2.0,71.74048016200544,35.289400353458056,12.0,1,16.0,2017,0.017647053,2,0,900.0,0,0,175447.6641062779,True,True,True
1754,6,1.0,61.97842318663597,3.943298749085664,1.0,1,1.0,1977,0.243204519,5,0,540.0,0,0,177116.3397008713,True,True,True
11673,143,3.0,73.70031204278754,50.08705066636993,8.0,8,8.0,1964,0.049863387,18,9,75.0,3,1,415251.3542704138,True,True,True
12464,1,2.0,61.12303072263193,32.781260192155735,1.0,15,20.0,1977,0.007122317,1,0,900.0,0,1,203425.9865439793,True,True,True
588,119,3.0,54.56941299770354,39.06434948055168,5.0,5,5.0,1966,0.000995363,42,1,900.0,1,5,182752.5019754157,True,True,True
2820,44,2.0,48.68480716964468,30.304909782304307,5.0,11,12.0,1972,0.122190486,25,2,1308.0,1,3,195258.53581657572,True,True,True
15428,58,2.0,69.30460142764599,65.85868907367073,10.0,6,17.0,1977,0.43788524,23,3,1084.0,0,5,154478.30907079956,True,True,True
7462,1,2.0,63.58626812871787,32.781260192155735,1.0,21,22.0,1977,0.007122317,1,0,900.0,0,1,207953.7459538256,True,True,True
11674,27,1.0,34.24306688017204,32.781260192155735,0.0,20,25.0,1977,0.072157581,2,1,900.0,0,0,113310.32774634866,True,True,False
3364,67,1.0,43.95248876419555,23.41856307627001,8.0,7,14.0,1986,0.0077202819999999,38,2,900.0,0,4,186290.42796915528,True,True,True
4094,61,2.0,47.749629041566784,32.23232083117497,6.0,4,12.0,1975,0.300322518,52,6,900.0,1,9,245818.042752552,True,True,True
7196,8,2.0,45.263168383960654,31.2515454879562,4.0,9,9.0,1973,0.458174486,26,1,1130.0,1,5,204126.8476889556,True,False,True
9893,9,3.0,77.77144012153497,45.656361548232354,10.0,7,14.0,1994,0.069753361,53,4,900.0,1,11,350021.3868254705,True,True,True
7859,123,2.0,72.6039431171796,32.08951839890544,11.0,8,16.0,2007,0.0,47,0,1145.0,3,5,354283.3832572565,True,True,True
3402,39,2.0,46.90953991511507,28.915431223787213,5.0,6,9.0,1969,0.428825818,25,8,730.0,0,2,177675.20602939234,True,True,True
7647,84,3.0,73.34999392443494,46.799918514255545,9.0,2,17.0,2005,0.149666373,22,2,900.0,4,1,311640.0619635161,True,True,True
2438,85,1.0,50.66927137958567,48.04296665766436,1.0,16,16.0,2018,0.072157581,2,1,900.0,0,0,135862.01311987988,True,True,False
6820,21,1.0,39.17128133969339,22.63680229684761,8.0,1,17.0,1994,0.394094211,3,0,35.0,0,0,136624.1546853731,True,True,True
4719,111,4.0,95.84985870708992,63.189426466846896,10.0,3,17.0,1981,0.135649789,46,6,350.0,3,11,452351.0203463728,True,True,True
14603,27,2.0,63.59687995090474,33.92625728503763,12.0,12,17.0,2014,0.017647053,2,0,900.0,0,0,170957.40022229243,True,True,True
12460,90,1.0,36.29233142680017,23.18001410549445,9.0,8,12.0,1972,0.265088676,37,0,900.0,3,2,155064.1769599567,True,True,True
1769,9,3.0,75.55269607697855,49.4531927830421,9.0,11,17.0,1991,0.161531741,25,1,30.0,2,4,300677.0784241987,True,True,True
4132,1,2.0,55.9583884574642,33.5392668951061,9.0,7,17.0,1977,0.025609157,33,0,240.0,3,1,239013.6966376521,True,True,True
14432,45,2.0,58.46616484713579,32.781260192155735,1.0,16,17.0,2017,0.195781053,23,6,900.0,3,2,338049.43849194515,True,True,True
16391,57,2.0,56.38477330543139,30.57114898010994,8.0,4,12.0,1983,0.133215333,49,3,1406.0,3,4,213877.5597629005,True,True,False
13625,6,1.0,38.38558369992457,32.781260192155735,1.0,3,17.0,1977,0.243204519,5,0,540.0,0,0,121189.93206048464,True,True,True
14086,85,2.0,53.04698160956182,33.49787537267429,9.0,3,16.0,1981,0.037177818,52,1,900.0,1,7,243529.5045962189,True,True,True
4745,119,3.0,59.8508620366005,45.15161889836667,5.0,3,5.0,1963,0.000995363,42,1,900.0,1,5,209790.53776397265,True,True,True
11426,0,2.0,56.72437689656864,32.60223545838386,8.0,9,12.0,1982,0.006076152,30,0,645.0,6,6,164687.82495689546,True,True,True
6696,166,3.0,56.56519984790246,38.49405756772612,3.0,3,9.0,1964,0.174739084,17,9,100.0,0,3,253259.4490363325,True,True,True
724,9,1.0,39.43435022061821,22.22817637370113,8.0,12,14.0,1994,0.161531741,25,1,30.0,2,4,140960.9741192203,True,True,True
9832,46,2.0,55.35041258075493,36.56679018176029,9.0,1,17.0,1985,0.188783766,31,4,900.0,0,1,201547.36138178865,True,True,True
5798,59,3.0,109.6989261856507,32.781260192155735,3.0,16,22.0,1977,0.019508796,37,11,176.0,5,5,524279.2401546735,True,True,True
10404,6,1.0,43.61343183013236,3.668460197699559,1.0,3,17.0,2016,0.243204519,5,0,540.0,0,0,128710.47229302686,True,True,True
1384,21,2.0,44.75458899466805,31.76699330174301,6.0,2,9.0,1974,0.194489265,47,3,125.0,3,5,174185.83399442222,True,True,True
9809,8,3.0,77.06482781666155,49.57672390407676,10.0,7,17.0,1991,0.219006007,28,3,900.0,1,4,317872.96797546506,True,True,True
3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,37,11,176.0,5,5,146061.7305650271,True,True,True
491,117,3.0,65.43747065373229,40.22557612719508,8.0,8,12.0,1982,0.0,33,1,900.0,2,5,386569.2558412736,True,True,True
10611,29,4.0,126.11454628276763,81.00872687545352,11.0,7,30.0,2012,0.069660344,31,4,900.0,1,2,293413.0033686879,True,True,True
7863,46,2.0,45.69281626665688,28.74922988430448,6.0,8,9.0,1969,0.0,47,0,1145.0,3,5,215428.652558374,True,True,True
2159,30,1.0,33.227093436066305,32.639165979328084,1.0,4,4.0,2016,7.81528e-05,22,2,1046.0,3,23,65949.31588144154,True,True,True
12807,27,1.0,44.417335213280325,41.40943713368492,1.0,12,12.0,2015,0.017647053,2,0,900.0,0,0,143706.02322374706,True,True,True
247,23,3.0,68.06647432931706,67.98241139978391,10.0,9,10.0,2014,0.034656082,0,0,900.0,0,0,128332.76824973804,True,True,True
5394,42,1.0,45.71249436050972,23.87675243925274,9.0,21,24.0,2006,0.158249043,21,0,900.0,1,0,173377.872561669,True,True,True
8923,27,1.0,44.21819047087075,20.204495068816,7.0,15,17.0,1977,0.017647053,2,0,900.0,0,0,125555.54871601102,True,True,True
16399,61,2.0,47.47107346074108,29.609720798263822,5.0,3,9.0,1982,0.300322518,52,6,900.0,1,9,214443.64536911628,True,True,True
6900,116,2.0,68.98745269190185,47.64975135836188,7.0,6,6.0,1968,1.8e-09,16,73,900.0,2,5,324251.2912779721,True,True,True
15568,23,1.0,40.57622800575085,32.781260192155735,1.0,9,17.0,1977,0.075778755,6,3,900.0,0,2,111201.96367365187,True,True,True
12197,89,2.0,59.51445915046053,33.862106941480974,7.0,4,5.0,1960,0.151346216,32,10,830.0,4,1,310005.64873710234,True,False,True
15945,91,2.0,45.47814898710544,32.34508070784824,6.0,1,5.0,1963,0.333891544,30,1,900.0,0,0,168824.46570292825,True,True,True
952,85,1.0,32.810195476303825,20.85845645238273,6.0,7,9.0,1979,0.037177818,52,1,900.0,1,7,160923.49260868048,True,True,True
10533,110,1.0,38.09219529990585,22.674757139842768,7.0,13,17.0,2011,0.033493708,66,1,1322.0,3,8,215708.31558194227,True,True,True
4017,42,3.0,78.61932983649368,44.798829532139095,12.0,4,12.0,2008,0.158249043,21,0,900.0,1,0,324218.91472729284,True,True,True
1313,95,2.0,44.49564422009545,30.37781432125763,5.0,5,5.0,1934,0.341071945,27,48,900.0,3,11,293249.1067614061,True,True,True
818,87,3.0,63.166950894805886,39.003715054612215,8.0,3,9.0,1979,0.100455735,43,0,900.0,1,6,249114.53752528995,True,True,False
3732,112,1.0,20.213127721198227,13.800281080558724,3.0,5,9.0,1974,0.069660344,31,4,900.0,1,2,113050.22991409188,True,True,True
1087,47,1.0,44.650885916614726,23.416745286906465,8.0,12,12.0,1978,0.101872465,23,3,900.0,3,3,182353.07202887489,True,True,True
1461,119,2.0,48.83541565642385,30.431531467425604,5.0,10,12.0,1968,0.000995363,42,1,900.0,1,5,204503.8385172403,True,True,True
7626,163,3.0,60.51800003180038,49.38824304009468,5.0,1,5.0,1962,0.007658515,35,56,900.0,3,19,221076.19512725665,True,True,True
